0,11
0,10
0,10
0,11
0,12
0,10
1,11
0,10
0,10
1,11
0,12
0,11
0,10
0,11
0,9
0,10
0,10
1,11
0,12
0,10
0,12
1,11
0,11
1,11
1,12
0,11
0,11
0,11
0,12
1,10
1,10
0,10
0,12
0,10
1,12
0,11
0,11
0,11
0,11
1,11
0,11
0,11
0,11
0,10
0,11
0,11
0,10
0,12
0,11
1,11
0,10
0,10
0,10
0,10
1,11
1,13
0,9
0,11
0,10
0,11
0,10
0,11
0,11
1,9
0,9
0,12
0,11
0,11
0,11
0,10
1,11
0,10
0,11
1,11
0,11
0,11
0,10
0,10
0,10
0,11
0,10
0,10
0,11
0,11
0,10
0,11
0,11
0,12
0,9
0,10
0,11
0,13
1,11
0,9
0,10
0,11
0,10
0,10
0,10
0,10
0,11
0,11
0,12
1,10
0,11
1,10
0,12
0,10
0,10
0,12
0,12
0,10
0,10
1,12
0,11
2,10
0,10
0,11
0,10
0,11
0,11
0,12
1,11
0,11
0,11
0,10
0,10
0,10
0,10
0,10
0,11
0,10
0,11
1,11
0,11
0,10
0,11
0,11
0,11
0,11
0,9
0,11
0,12
0,12
0,11
0,12
0,11
0,11
0,13
1,11
0,12
0,10
0,11
0,11
0,12
0,10
0,12
0,11
0,10
0,11
0,10
0,11
0,11
0,12
0,11
0,10
0,11
0,10
0,12
0,12
0,10
1,10
0,10
1,11
0,11
0,11
0,11
0,11
0,12
0,11
0,11
1,11
0,12
0,10
0,11
0,9
0,12
0,11
0,11
0,11
0,10
0,11
0,10
0,10
0,11
0,11
0,11
0,11
0,10
0,10
0,10
0,10
0,11
0,11
0,12
0,11
0,11
0,10
0,10
0,11
0,10
0,11
0,11
0,10
0,10
0,11
0,10
0,12
0,11
0,11
0,10
0,9
0,11
0,10
0,10
0,10
0,11
0,10
0,10
0,10
1,10
0,11
0,11
0,11
0,11
0,11
0,11
0,10
0,11
0,12
1,11
0,11
0,11
0,10
1,13
0,10
0,12
0,11
0,10
0,12
0,11
0,11
0,10
0,11
0,10
0,11
0,9
0,10
0,10
0,11
0,10
0,11
0,9
0,10
0,10
0,11
0,11
2,10
1,11
0,11
0,10
0,12
0,10
0,10
0,10
0,10
0,10
0,10
0,9
0,10
0,10
0,10
0,9
0,9
0,11
0,11
0,11
0,9
0,10
0,11
1,11
0,10
0,11
0,10
0,12
0,10
0,10
0,11
0,9
0,11
0,12
1,11
0,11
0,11
0,11
0,10
0,11
0,12
0,10
0,11
0,10
0,10
1,11
0,11
0,10
0,12
0,12
0,11
0,10
0,11
0,10
0,11
0,11
0,11
0,10
0,11
1,12
1,10
0,11
0,10
0,11
0,10
0,11
0,12
0,10
0,12
0,12
0,11
0,11
1,11
0,11
0,11
1,11
0,11
0,11
0,10
0,11
0,11
0,12
1,11
0,11
0,11
0,12
0,10
0,9
0,11
1,12
0,10
0,11
1,10
1,11
1,10
0,11
0,10
0,11
0,9
0,10
0,11
0,11
0,11
0,11
0,10
0,12
0,10
0,12
1,12
1,11
0,11
2,10
0,10
0,12
0,12
0,11
0,10
0,11
0,10
0,11
1,11
0,10
0,12
0,11
0,11
0,9
0,11
0,11
0,11
0,11
0,11
0,10
1,12
0,11
0,10
0,12
0,11
0,11
0,11
0,11
0,10
0,11
0,10
0,10
0,12
0,10
0,11
0,10
0,12
0,12
0,11
0,10
0,11
0,9
0,10
0,11
0,10
0,12
1,10
1,11
1,12
0,9
0,10
0,11
0,11
1,10
0,10
0,12
0,10
0,10
0,11
0,10
0,11
0,11
0,10
0,12
1,10
0,11
0,11
0,11
0,11
0,11
0,11
1,11
1,11
0,9
0,11
0,11
0,10
0,9
0,11
0,10
2,10
0,11
0,11
0,11
0,10
0,10
0,11
0,11
0,9
0,12
0,12
1,11
0,10
0,12
0,10
0,11
0,10
0,12
0,10
1,10
0,9
0,10
0,10
0,12
0,11
0,10
0,11
0,10
0,11
0,9
0,10
0,11
0,11
1,10
0,11
0,11
0,11
0,12
